id,title,description,status,value_amount,value_currency,main_ocid,main_id
13051,RAALEBBORG ENVIRONMENTAL,QSE,active,0,ZAR,ocds-9t57fa-49185,ocds-9t57fa-49185-2023-03-17T00:00:00Z
13882,LAST SAMURAI PROPERTY HOLDINGS 2,EME,active,0,ZAR,ocds-9t57fa-49437,ocds-9t57fa-49437-2023-03-17T00:00:00Z
13000,NSI GEOMATICS,EME,active,0,ZAR,ocds-9t57fa-49401,ocds-9t57fa-49401-2023-03-17T00:00:00Z
27274, (SKHUNYANA TRAINING CONSULTANTS),EME,active,4795741.0,ZAR,ocds-9t57fa-49672,ocds-9t57fa-49672-2023-03-18T00:00:00Z
30608, (R R N REMOVALS),EME,active,1.0,ZAR,ocds-9t57fa-77670,ocds-9t57fa-77670-2023-12-19T00:00:00Z
23696,EXEO KHOKELA CIVIL ENGINEERING CONSTRUCTION,EME,active,503200.0,ZAR,ocds-9t57fa-77686,ocds-9t57fa-77686-2023-12-21T00:00:00Z
14308,MAJALISA ONKE CONSTRUCTION AND TRADING,EME,active,0,ZAR,ocds-9t57fa-44042,ocds-9t57fa-44042-2023-01-05T00:00:00Z
20074,SAKHIMTHE CIVIL CONSTRUCTION,EME,active,5672884.0,ZAR,ocds-9t57fa-44073,ocds-9t57fa-44073-2023-01-05T00:00:00Z
9991,aQmetriq,EME,active,0.0,ZAR,ocds-9t57fa-44079,ocds-9t57fa-44079-2023-01-06T00:00:00Z
10985,Prestige Conferences,EME,active,0.0,ZAR,ocds-9t57fa-44413,ocds-9t57fa-44413-2023-01-13T00:00:00Z
9902,UHAMBO PROCUREMENT AND DISTRIBUTION,EME,active,0.0,ZAR,ocds-9t57fa-45278,ocds-9t57fa-45278-2023-01-27T00:00:00Z
11814,Rain Chartered Accountants,QSE,active,0,ZAR,ocds-9t57fa-45309,ocds-9t57fa-45309-2023-01-27T00:00:00Z
16593,WE RENDER,EME,active,0,ZAR,ocds-9t57fa-45676,ocds-9t57fa-45676-2023-02-03T00:00:00Z
12115,Prana Water and Sanitation,EME,active,0,ZAR,ocds-9t57fa-46045,ocds-9t57fa-46045-2023-02-10T00:00:00Z
13055,BERNINA JENNIFER AFRICA,EME,active,0,ZAR,ocds-9t57fa-46061,ocds-9t57fa-46061-2023-02-10T00:00:00Z
10769,LEGACY MARINE,QSE,active,0.0,ZAR,ocds-9t57fa-46071,ocds-9t57fa-46071-2023-02-10T00:00:00Z
12584,HLT Advisors,QSE,active,0,ZAR,ocds-9t57fa-46658,ocds-9t57fa-46658-2023-02-17T00:00:00Z
12200,Khulangwane Trading,EME,active,0,ZAR,ocds-9t57fa-46773,ocds-9t57fa-46773-2023-02-17T00:00:00Z
11371,KROMPOORT GAME RESERVE,EME,active,0,ZAR,ocds-9t57fa-46808,ocds-9t57fa-46808-2023-02-17T00:00:00Z
11512,NMI DURBAN SOUTH MOTORS,EME,active,758815.17,ZAR,ocds-9t57fa-46814,ocds-9t57fa-46814-2023-02-17T00:00:00Z
13779,ULTIMATE VACUUM SOLUTIONS,EME,active,0,ZAR,ocds-9t57fa-46846,ocds-9t57fa-46846-2023-02-17T00:00:00Z
15219,GOGONTLE SECURITY AND MAINTANANCY SERVICES,EME,active,0,ZAR,ocds-9t57fa-46877,ocds-9t57fa-46877-2023-02-17T00:00:00Z
20870,GPA CONSULTING AND TRAINING,EME,active,1188000.0,ZAR,ocds-9t57fa-47519,ocds-9t57fa-47519-2023-02-24T00:00:00Z
30035, (ATLANTIS CORPORATE TRAVEL),EME,active,3000000.0,ZAR,ocds-9t57fa-47516,ocds-9t57fa-47516-2023-02-24T00:00:00Z
28080, (ABBOTT LABORATORIES SOUTH AFRICA),EME,active,2829183402.0,ZAR,ocds-9t57fa-47542,ocds-9t57fa-47542-2023-02-24T00:00:00Z
13805,IBHUNGA CLEANING AND BRICKS PAVING AND PAINTING,EME,active,0,ZAR,ocds-9t57fa-48128,ocds-9t57fa-48128-2023-03-03T00:00:00Z
14595,EOH MTHOMBO,GEN,active,0,ZAR,ocds-9t57fa-48159,ocds-9t57fa-48159-2023-03-03T00:00:00Z
18591,COLAS SOUTH AFRICA,EME,active,1779958.0,ZAR,ocds-9t57fa-49469,ocds-9t57fa-49469-2023-03-17T00:00:00Z
16612,AC INDUSTRIAL SALES AND SERVICES,EME,active,0,ZAR,ocds-9t57fa-49494,ocds-9t57fa-49494-2023-03-17T00:00:00Z
12858,MOEVENTS TRADING,EME,active,0,ZAR,ocds-9t57fa-49616,ocds-9t57fa-49616-2023-03-17T00:00:00Z
24850,DEBTMANAGER,EME,active,35468000.0,ZAR,ocds-9t57fa-50017,ocds-9t57fa-50017-2023-03-24T00:00:00Z
28425, (PRIMETIME STUDIOS),EME,active,598000.0,ZAR,ocds-9t57fa-50144,ocds-9t57fa-50144-2023-03-24T00:00:00Z
9829,SANDILE STATIONERS,EME,active,0.0,ZAR,ocds-9t57fa-50667,ocds-9t57fa-50667-2023-02-17T00:00:00Z
13691,KAI MA SERVICES,EME,active,0,ZAR,ocds-9t57fa-50890,ocds-9t57fa-50890-2023-03-31T00:00:00Z
16868,Seers Corp,EME,active,0,ZAR,ocds-9t57fa-50898,ocds-9t57fa-50898-2023-03-31T00:00:00Z
20570,ALUTE SA,EME,active,9000000.0,ZAR,ocds-9t57fa-50961,ocds-9t57fa-50961-2023-03-31T00:00:00Z
15907,Enviro Metsi,EME,active,0,ZAR,ocds-9t57fa-51014,ocds-9t57fa-51014-2023-03-31T00:00:00Z
13933,CARBONCOR DISTRIBUTION SOUTH AFRICA,EME,active,557.0,ZAR,ocds-9t57fa-51859,ocds-9t57fa-51859-2023-04-14T00:00:00Z
13891,STEPHANUS NEL,EME,active,0,ZAR,ocds-9t57fa-51869,ocds-9t57fa-51869-2023-04-14T00:00:00Z
15025,CCG Systems ,EME,active,0,ZAR,ocds-9t57fa-51881,ocds-9t57fa-51881-2023-04-14T00:00:00Z
17508,EZOLIMO TRAINING AND SUPPLY,EME,active,0,ZAR,ocds-9t57fa-51894,ocds-9t57fa-51894-2023-04-14T00:00:00Z
13438,Rethusehile Civils and Trading,QSE,active,0,ZAR,ocds-9t57fa-52239,ocds-9t57fa-52239-2023-04-21T00:00:00Z
14290,FIDELITY CASH SOLUTIONS,EME,active,50128.78,ZAR,ocds-9t57fa-52448,ocds-9t57fa-52448-2023-04-21T00:00:00Z
15454,NJONGO HOLDINGS,EME,active,0,ZAR,ocds-9t57fa-52463,ocds-9t57fa-52463-2023-04-21T00:00:00Z
13190,MIHL Investments,EME,active,0,ZAR,ocds-9t57fa-52513,ocds-9t57fa-52513-2023-04-21T00:00:00Z
13271,MASAHANGE TRADING AND PROJECTS,EME,active,0,ZAR,ocds-9t57fa-52554,ocds-9t57fa-52554-2023-04-21T00:00:00Z
11022,Exponant,QSE,active,0.0,ZAR,ocds-9t57fa-52712,ocds-9t57fa-52712-2023-02-10T00:00:00Z
27742, (PARACOACH),EME,active,25056906.0,ZAR,ocds-9t57fa-52872,ocds-9t57fa-52872-2023-04-28T00:00:00Z
20018,Tyebile Trading 16 ,EME,active,3685795.0,ZAR,ocds-9t57fa-52898,ocds-9t57fa-52898-2023-04-28T00:00:00Z
16934,ABC PRESS,GEN,active,0,ZAR,ocds-9t57fa-52918,ocds-9t57fa-52918-2023-04-28T00:00:00Z
20050,LAKESHORE TRADING 102,EME,active,35537271.0,ZAR,ocds-9t57fa-53308,ocds-9t57fa-53308-2023-05-05T00:00:00Z
13077,F L O SPECIALIZED PRODUCT SOLUTIONS,QSE,active,61927.0,ZAR,ocds-9t57fa-53530,ocds-9t57fa-53530-2023-05-05T00:00:00Z
17153,MTHENTE RESEARCH AND CONSULTING SERVICES,EME,active,0,ZAR,ocds-9t57fa-54134,ocds-9t57fa-54134-2023-05-12T00:00:00Z
17316,Tlholo Commerce,EME,active,0,ZAR,ocds-9t57fa-55391,ocds-9t57fa-55391-2023-05-26T00:00:00Z
15748,LEKTRATEK WATERTEGNOLOGIE,EME,active,0,ZAR,ocds-9t57fa-55525,ocds-9t57fa-55525-2023-05-26T00:00:00Z
40198, (LATERAL UNISON INSURANCE BROKERS),GEN,active,34986460.0,ZAR,ocds-9t57fa-55550,ocds-9t57fa-55550-2023-05-26T00:00:00Z
16689,DIOPOINT ,QSE,active,0,ZAR,ocds-9t57fa-57017,ocds-9t57fa-57017-2023-06-09T00:00:00Z
18380,SIVUTHUMLILO PLANT HIRE,EME,active,0,ZAR,ocds-9t57fa-57033,ocds-9t57fa-57033-2023-06-09T00:00:00Z
15363,CENS INVESTMENT HOLDINGS,EME,active,0,ZAR,ocds-9t57fa-57109,ocds-9t57fa-57109-2023-06-09T00:00:00Z
21960,NEP CONSULTING ENGINEERS,EME,active,0.0,ZAR,ocds-9t57fa-57429,ocds-9t57fa-57429-2023-06-15T00:00:00Z
19170,BENVER CIVILS AND PLANT HIRE,EME,active,3484012.0,ZAR,ocds-9t57fa-57559,ocds-9t57fa-57559-2023-06-15T00:00:00Z
17722,BVI Consulting Engineers,GEN,active,0,ZAR,ocds-9t57fa-57584,ocds-9t57fa-57584-2023-06-15T00:00:00Z
22837,BLACKBIRD TRADING 480,EME,active,159403.0,ZAR,ocds-9t57fa-57654,ocds-9t57fa-57654-2023-06-15T00:00:00Z
23450,SIYAZAMA HOUSING,GEN,active,76265789.0,ZAR,ocds-9t57fa-58212,ocds-9t57fa-58212-2023-06-23T00:00:00Z
25136,UBUHLE BESIZWE CONSTRUCTION,EME,active,1222434.0,ZAR,ocds-9t57fa-58267,ocds-9t57fa-58267-2023-06-23T00:00:00Z
17579,JACKEYS MULTI TRADE COMPANY,EME,active,0,ZAR,ocds-9t57fa-58339,ocds-9t57fa-58339-2023-06-23T00:00:00Z
28409, (SUMEYA GENERAL TRADING),EME,active,16875.0,ZAR,ocds-9t57fa-58363,ocds-9t57fa-58363-2023-06-23T00:00:00Z
25242,HOFISI PROPERTIES ,EME,active,988782.0,ZAR,ocds-9t57fa-58576,ocds-9t57fa-58576-2023-06-30T00:00:00Z
20421,CHACHA TECHNICAL SOLUTIONS,EME,active,736630.0,ZAR,ocds-9t57fa-58983,ocds-9t57fa-58983-2023-06-30T00:00:00Z
21424,SILVER SOLUTIONS 3108,EME,active,250000.0,ZAR,ocds-9t57fa-59008,ocds-9t57fa-59008-2023-06-30T00:00:00Z
29634, (HOSANA CONSTRUCTION),EME,active,4237336.0,ZAR,ocds-9t57fa-60187,ocds-9t57fa-60187-2023-07-14T00:00:00Z
20445,DLOZI MAN TRADING ENTERPRISE,EME,active,49750742.0,ZAR,ocds-9t57fa-60237,ocds-9t57fa-60237-2023-07-14T00:00:00Z
28692, (SIEMENS HEALTHCARE),EME,active,38991900.0,ZAR,ocds-9t57fa-60889,ocds-9t57fa-60889-2023-07-21T00:00:00Z
27189, (ESK SUPPLIERS),EME,active,3002400.0,ZAR,ocds-9t57fa-60899,ocds-9t57fa-60899-2023-07-21T00:00:00Z
18660,Nsibandos Trading,EME,active,5812789.0,ZAR,ocds-9t57fa-60985,ocds-9t57fa-60985-2023-07-21T00:00:00Z
46775, IMA NATHI CONSTRUCTION,EME,active,56033750.0,ZAR,ocds-9t57fa-60994,ocds-9t57fa-60994-2023-07-21T00:00:00Z
20136,IMPERATRIX,EME,active,133399985.0,ZAR,ocds-9t57fa-61013,ocds-9t57fa-61013-2023-07-21T00:00:00Z
22088,NOXOLO AND MALI TRADING 14,QSE,active,36081271.0,ZAR,ocds-9t57fa-61518,ocds-9t57fa-61518-2023-07-28T00:00:00Z
15582,Dikhra Engineering,EME,active,0,ZAR,ocds-9t57fa-61716,ocds-9t57fa-61716-2023-07-28T00:00:00Z
17677,FAIRLY CLEAR TRADING AND PROJECTS,EME,active,0,ZAR,ocds-9t57fa-61739,ocds-9t57fa-61739-2023-07-28T00:00:00Z
36973, (KUNENE MAKOPO RISK SOLUTIONS),EME,active,102501173.0,ZAR,ocds-9t57fa-61764,ocds-9t57fa-61764-2023-07-28T00:00:00Z
15650,IZUMWALT,EME,active,0,ZAR,ocds-9t57fa-62504,ocds-9t57fa-62504-2023-08-04T00:00:00Z
40195, (OVERROX TRADING 55),GEN,active,970896988.0,ZAR,ocds-9t57fa-62515,ocds-9t57fa-62515-2023-08-04T00:00:00Z
23408,SEDIMA SECURITY AND CLEANING SERVICES,EME,active,11444368.0,ZAR,ocds-9t57fa-63031,ocds-9t57fa-63031-2023-08-11T00:00:00Z
32545, (GILBERT AND I PROJECTS),EME,active,9982742.0,ZAR,ocds-9t57fa-63103,ocds-9t57fa-63103-2023-08-11T00:00:00Z
26022, (MKHANDI GROUP),EME,active,1619597.0,ZAR,ocds-9t57fa-63125,ocds-9t57fa-63125-2023-08-11T00:00:00Z
24309,Capstone 1248,EME,active,12484225.0,ZAR,ocds-9t57fa-63933,ocds-9t57fa-63933-2023-08-18T00:00:00Z
21937,ABEDCON PROJECTS,EME,active,9382076.0,ZAR,ocds-9t57fa-64041,ocds-9t57fa-64041-2023-08-18T00:00:00Z
15569,NOBLETEQ ARMS AND AMMUNITION,GEN,active,470460.0,ZAR,ocds-9t57fa-64222,ocds-9t57fa-64222-2023-07-07T00:00:00Z
19440,ZAMIL ENGINEERS AND CONSTRUCTORS,QSE,active,250000.0,ZAR,ocds-9t57fa-64610,ocds-9t57fa-64610-2023-08-24T00:00:00Z
36808, (PRESSURE GROUP HOLDINGS),GEN,active,446598510.0,ZAR,ocds-9t57fa-65608,ocds-9t57fa-65608-2023-09-01T00:00:00Z
19257,East Coast Distributors,EME,active,834785.0,ZAR,ocds-9t57fa-65744,ocds-9t57fa-65744-2023-09-01T00:00:00Z
19258,Safetygrip Amasonto,QSE,active,966863.0,ZAR,ocds-9t57fa-65778,ocds-9t57fa-65778-2023-09-01T00:00:00Z
37848, (R CONRAD TRADING),EME,active,797606662.0,ZAR,ocds-9t57fa-65793,ocds-9t57fa-65793-2023-09-01T00:00:00Z
29069, (FACHS BUSINESS CONSULTING AND TRAINING),EME,active,81187246.0,ZAR,ocds-9t57fa-66166,ocds-9t57fa-66166-2023-09-08T00:00:00Z
41945, (EXPRESS BUILDERS),EME,active,3068408288.0,ZAR,ocds-9t57fa-66399,ocds-9t57fa-66399-2023-09-08T00:00:00Z
29301, (BAROQUE MEDICAL),GEN,active,14091210.0,ZAR,ocds-9t57fa-66417,ocds-9t57fa-66417-2023-09-08T00:00:00Z
29100, (YILOTSHWA TRADING),EME,active,60000.0,ZAR,ocds-9t57fa-66524,ocds-9t57fa-66524-2023-09-08T00:00:00Z
28986, (SPARKS AND ELLIS),GEN,active,1217880.0,ZAR,ocds-9t57fa-67114,ocds-9t57fa-67114-2023-09-15T00:00:00Z
34797, (OZZ KAMANA PRODCUTIONS),EME,active,0,ZAR,ocds-9t57fa-67245,ocds-9t57fa-67245-2023-09-15T00:00:00Z
32771, (LAZOLA TRADINGS),EME,active,4316884.0,ZAR,ocds-9t57fa-67246,ocds-9t57fa-67246-2023-09-15T00:00:00Z
21861,A AND P CIVILS AND TRADING,EME,active,132842793.0,ZAR,ocds-9t57fa-67269,ocds-9t57fa-67269-2023-09-15T00:00:00Z
21146,MJADU CONTRACTORS,EME,active,823920.0,ZAR,ocds-9t57fa-67282,ocds-9t57fa-67282-2023-09-15T00:00:00Z
35628, (LANDA AND AMYO PROJECTS),EME,active,360765981.0,ZAR,ocds-9t57fa-67301,ocds-9t57fa-67301-2023-09-15T00:00:00Z
19608,ABILITY HOLDINGS 35,EME,active,169446750.0,ZAR,ocds-9t57fa-67419,ocds-9t57fa-67419-2023-09-15T00:00:00Z
19612,Hubtech Investments,EME,active,950000.0,ZAR,ocds-9t57fa-67459,ocds-9t57fa-67459-2023-09-15T00:00:00Z
42630, (CAMLULO TRADING),EME,active,424813290.0,ZAR,ocds-9t57fa-68151,ocds-9t57fa-68151-2023-09-22T00:00:00Z
31025, (PROCEED GROUP AFRICA),QSE,active,11451713.0,ZAR,ocds-9t57fa-68729,ocds-9t57fa-68729-2023-09-29T00:00:00Z
39621, (BILANTSHA GENERAL TRADING),EME,active,310000.0,ZAR,ocds-9t57fa-68854,ocds-9t57fa-68854-2023-09-29T00:00:00Z
23575,RILEY AUCTIONEERS,EME,active,0.0,ZAR,ocds-9t57fa-68887,ocds-9t57fa-68887-2023-09-29T00:00:00Z
20537,MAXAL PROJECTS (SA),EME,active,5582244.0,ZAR,ocds-9t57fa-69279,ocds-9t57fa-69279-2023-10-05T00:00:00Z
20660,MIDRON CONSTRUCTION AND PROPERTY DEVELOPMENT,EME,active,200000.0,ZAR,ocds-9t57fa-69396,ocds-9t57fa-69396-2023-10-05T00:00:00Z
22083,VUWA HOLDINGS,EME,active,0,ZAR,ocds-9t57fa-69500,ocds-9t57fa-69500-2023-10-06T00:00:00Z
31059, (SBM ENGINEERING SERVICES),EME,active,82275993.0,ZAR,ocds-9t57fa-69503,ocds-9t57fa-69503-2023-10-06T00:00:00Z
20419,Transtruct,EME,active,53000000.0,ZAR,ocds-9t57fa-69554,ocds-9t57fa-69554-2023-10-06T00:00:00Z
17695,WEINVEST INVESTMENTS,EME,active,479425.0,ZAR,ocds-9t57fa-69572,ocds-9t57fa-69572-2023-07-07T00:00:00Z
20521,WORLD TELECOM AND DATA,EME,active,30970.0,ZAR,ocds-9t57fa-69613,ocds-9t57fa-69613-2023-10-06T00:00:00Z
17611,Joycia,EME,active,106080.0,ZAR,ocds-9t57fa-70043,ocds-9t57fa-70043-2023-07-07T00:00:00Z
17630,KEA MAOBA SOLUTIONS,EME,active,0,ZAR,ocds-9t57fa-70115,ocds-9t57fa-70115-2023-08-04T00:00:00Z
36411, (FIRE STUFF 365),EME,active,5155787.0,ZAR,ocds-9t57fa-70263,ocds-9t57fa-70263-2023-10-13T00:00:00Z
19998,Khanimambo Group,EME,active,8645.0,ZAR,ocds-9t57fa-70382,ocds-9t57fa-70382-2023-10-13T00:00:00Z
25706, (A AND P CIVILS AND TRADING),EME,active,84655925.0,ZAR,ocds-9t57fa-71050,ocds-9t57fa-71050-2023-10-20T00:00:00Z
36133, (NEW NTHATHI TRADING ENTERPRISE),EME,active,135501786.0,ZAR,ocds-9t57fa-71155,ocds-9t57fa-71155-2023-10-20T00:00:00Z
26104, (MR6 SECURITY SERVICES),EME,active,2018563.0,ZAR,ocds-9t57fa-71646,ocds-9t57fa-71646-2023-10-27T00:00:00Z
30390, (J ND J N TRADING),EME,active,3014635536.0,ZAR,ocds-9t57fa-71929,ocds-9t57fa-71929-2023-10-27T00:00:00Z
29074, (SHADON PROPERTIES),EME,active,8503813.0,ZAR,ocds-9t57fa-71940,ocds-9t57fa-71940-2023-10-27T00:00:00Z
24365,3RD GENERATION TRADING,EME,active,1525087.0,ZAR,ocds-9t57fa-73453,ocds-9t57fa-73453-2023-11-10T00:00:00Z
24303,MEMOTEK TRADING ,EME,active,444407.0,ZAR,ocds-9t57fa-73461,ocds-9t57fa-73461-2023-11-10T00:00:00Z
35034, (SOUTH AFRICAN FILM INSTITUTE),EME,active,5998000.0,ZAR,ocds-9t57fa-73486,ocds-9t57fa-73486-2023-11-10T00:00:00Z
36766, (MVULA ENTERPRISE GROUP),EME,active,6961500.0,ZAR,ocds-9t57fa-73514,ocds-9t57fa-73514-2023-11-10T00:00:00Z
21307,JAKADA HOLDINGS,EME,active,991731.0,ZAR,ocds-9t57fa-73548,ocds-9t57fa-73548-2023-11-10T00:00:00Z
43348,RJJ PROJECT MANAGEMENT,EME,active,1614524664.0,ZAR,ocds-9t57fa-73629,ocds-9t57fa-73629-2023-11-10T00:00:00Z
19511,ST Nicholson General Trading ,EME,active,600000.0,ZAR,ocds-9t57fa-74288,ocds-9t57fa-74288-2023-07-28T00:00:00Z
22417,BAMBOLUNYE TECHNOLOGIES,EME,active,4330738.0,ZAR,ocds-9t57fa-74390,ocds-9t57fa-74390-2023-11-17T00:00:00Z
26990, (SA FIRE WATCH),EME,active,200000.0,ZAR,ocds-9t57fa-74529,ocds-9t57fa-74529-2023-11-17T00:00:00Z
25168,TRUVELO AFRICA ELECTRONICS DIVISION,EME,active,11657148.0,ZAR,ocds-9t57fa-74865,ocds-9t57fa-74865-2023-11-24T00:00:00Z
25221,ESICONGCWENI TRADING,EME,active,1814181.0,ZAR,ocds-9t57fa-75098,ocds-9t57fa-75098-2023-11-23T00:00:00Z
25778, (IZAZI TECHNOLOGIES),EME,active,0.0,ZAR,ocds-9t57fa-75298,ocds-9t57fa-75298-2023-11-24T00:00:00Z
41944, (EMPIRE 0501 HOLDINGS),EME,active,4148205020.0,ZAR,ocds-9t57fa-75365,ocds-9t57fa-75365-2023-11-24T00:00:00Z
35943, (PHALA DIKELELLO),EME,active,0,ZAR,ocds-9t57fa-75390,ocds-9t57fa-75390-2023-11-24T00:00:00Z
24486,Tapis Construction ,QSE,active,434240.0,ZAR,ocds-9t57fa-75404,ocds-9t57fa-75404-2023-11-24T00:00:00Z
25068,The Standard Bank of South Africa,GEN,active,1660047.0,ZAR,ocds-9t57fa-75969,ocds-9t57fa-75969-2023-12-01T00:00:00Z
20992,KTO DIGITAL,EME,active,295.0,ZAR,ocds-9t57fa-76216,ocds-9t57fa-76216-2023-12-01T00:00:00Z
39231, (YENZAKAHLE HOLDINGS),EME,active,989235440.0,ZAR,ocds-9t57fa-76807,ocds-9t57fa-76807-2023-12-08T00:00:00Z
20763,THULAMBE,EME,active,778700.0,ZAR,ocds-9t57fa-77796,ocds-9t57fa-77796-2023-12-01T00:00:00Z
21677,Empire Trading,EME,active,500000.0,ZAR,ocds-9t57fa-79151,ocds-9t57fa-79151-2023-11-10T00:00:00Z
22522,MMETJA TRADING ENTERPRISE,EME,active,121250.0,ZAR,ocds-9t57fa-80806,ocds-9t57fa-80806-2023-07-21T00:00:00Z
24150,THUTHUKA OFFICE SUPPLIES,EME,active,106029.0,ZAR,ocds-9t57fa-83392,ocds-9t57fa-83392-2023-09-01T00:00:00Z
28684, (LUKHO DEVELOPMENT AGENCY),EME,active,4332500.0,ZAR,ocds-9t57fa-90721,ocds-9t57fa-90721-2023-04-06T00:00:00Z
31229, (PLAN B PROJECTS AND TRADING),EME,active,1543100.0,ZAR,ocds-9t57fa-95305,ocds-9t57fa-95305-2023-06-08T00:00:00Z
44838, STATE INFORMATION TECHNOLOGY AGENCY,EME,active,23423438.0,ZAR,ocds-9t57fa-117294,ocds-9t57fa-117294-2023-10-13T00:00:00Z
10052,GLOBAL SOLUTION DEVELOPMENT,EME,active,0.0,ZAR,ocds-9t57fa-46105,ocds-9t57fa-46105-2023-02-10T00:00:00Z
12060,Ephaphata Trading,EME,active,3571630.0,ZAR,ocds-9t57fa-46692,ocds-9t57fa-46692-2023-02-17T00:00:00Z
12086,Vunani Investment,EME,active,5042190.0,ZAR,ocds-9t57fa-46733,ocds-9t57fa-46733-2023-02-17T00:00:00Z
11990,WILLVEST TWENTY THREE,EME,active,0,ZAR,ocds-9t57fa-46746,ocds-9t57fa-46746-2023-02-17T00:00:00Z
14456,DEMOCRATIC PACKAGING,QSE,active,0,ZAR,ocds-9t57fa-47459,ocds-9t57fa-47459-2023-02-25T00:00:00Z
13793,DELTA WASTE MANAGEMENT,QSE,active,0,ZAR,ocds-9t57fa-47465,ocds-9t57fa-47465-2023-02-25T00:00:00Z
10602,Mabophe Logistics and Business Solutions,QSE,active,0.0,ZAR,ocds-9t57fa-47570,ocds-9t57fa-47570-2023-02-25T00:00:00Z
16124,Redlight Security,EME,active,120000.0,ZAR,ocds-9t57fa-48103,ocds-9t57fa-48103-2023-03-03T00:00:00Z
12586,COLDPOINT AIRCON SERVICES,EME,active,0,ZAR,ocds-9t57fa-48893,ocds-9t57fa-48893-2023-03-10T00:00:00Z
15491,NOLADA 8,QSE,active,2232213.0,ZAR,ocds-9t57fa-49468,ocds-9t57fa-49468-2023-03-17T00:00:00Z
20070,OJAMA DEVELOPMENT PROJECTS,EME,active,8092778.0,ZAR,ocds-9t57fa-49520,ocds-9t57fa-49520-2023-03-17T00:00:00Z
15005,Akili Data and Technology Solutions,EME,active,1920000.0,ZAR,ocds-9t57fa-49545,ocds-9t57fa-49545-2023-03-17T00:00:00Z
23947,ZIMBIWE INSELE TRADING ENTERPRISE,EME,active,1490009.0,ZAR,ocds-9t57fa-50184,ocds-9t57fa-50184-2023-03-24T00:00:00Z
14445,Bergzicht Training,EME,active,0,ZAR,ocds-9t57fa-50191,ocds-9t57fa-50191-2023-03-25T00:00:00Z
16248,SILVER LAKE TRADING 305,EME,active,0,ZAR,ocds-9t57fa-50262,ocds-9t57fa-50262-2023-03-25T00:00:00Z
20871,SCHIBA TRADING,EME,active,700000.0,ZAR,ocds-9t57fa-50266,ocds-9t57fa-50266-2023-03-25T00:00:00Z
17513,VRIES AIRCONDITIONING AND REFRIGERATION,EME,active,0,ZAR,ocds-9t57fa-50265,ocds-9t57fa-50265-2023-03-25T00:00:00Z
9827,Home Affairs - Government Printing Works,EME,active,0.0,ZAR,ocds-9t57fa-50663,ocds-9t57fa-50663-2023-02-17T00:00:00Z
16132,GENBIZ TRADING 1001,GEN,active,0,ZAR,ocds-9t57fa-51448,ocds-9t57fa-51448-2023-04-07T00:00:00Z
16134,INFOVERGE SOLUTIONS,EME,active,0,ZAR,ocds-9t57fa-51448,ocds-9t57fa-51448-2023-04-07T00:00:00Z
17347,PINPOINT ONE HUMAN RESOURCES,EME,active,168499.0,ZAR,ocds-9t57fa-51549,ocds-9t57fa-51549-2023-03-10T00:00:00Z
18624,REALTIME TRADING AND PROJECTS,QSE,active,18110827.0,ZAR,ocds-9t57fa-51918,ocds-9t57fa-51918-2023-04-14T00:00:00Z
13677,Amacwele Building and Civil Contractors,EME,active,0,ZAR,ocds-9t57fa-52591,ocds-9t57fa-52591-2023-04-22T00:00:00Z
19064,Kiwango Infrastructure and Developments,EME,active,0.0,ZAR,ocds-9t57fa-52865,ocds-9t57fa-52865-2023-04-28T00:00:00Z
21911,HLUBILIHLE GENERAL TRADING ,EME,active,4563971.0,ZAR,ocds-9t57fa-53330,ocds-9t57fa-53330-2023-05-05T00:00:00Z
13508,Esihle Suppliers and Services,EME,active,487107.0,ZAR,ocds-9t57fa-53419,ocds-9t57fa-53419-2023-05-05T00:00:00Z
17020,Bakone International Capital ,EME,active,0,ZAR,ocds-9t57fa-53484,ocds-9t57fa-53484-2023-05-05T00:00:00Z
27025, (MSTBK INVESTMENT),EME,active,942275.0,ZAR,ocds-9t57fa-53493,ocds-9t57fa-53493-2023-05-05T00:00:00Z
15102,4RGA Electrical Project Management and Contracting,EME,active,0,ZAR,ocds-9t57fa-53588,ocds-9t57fa-53588-2023-05-06T00:00:00Z
15683,LWAMLU TRADING,EME,active,0,ZAR,ocds-9t57fa-54080,ocds-9t57fa-54080-2023-05-12T00:00:00Z
17324,JVZ CONSTRUCTION,GEN,active,0,ZAR,ocds-9t57fa-54099,ocds-9t57fa-54099-2023-05-13T00:00:00Z
14681,DELTA BUILT ENVIRONMENT CONSULTANTS,EME,active,0,ZAR,ocds-9t57fa-54666,ocds-9t57fa-54666-2023-05-19T00:00:00Z
21702,FIDELITY SECURITY SERVICES,QSE,active,4512857.0,ZAR,ocds-9t57fa-54782,ocds-9t57fa-54782-2023-05-19T00:00:00Z
39694, (MTF CONSULTANTS),EME,active,100.0,ZAR,ocds-9t57fa-55473,ocds-9t57fa-55473-2023-05-27T00:00:00Z
25076,CERACURE,QSE,active,0,ZAR,ocds-9t57fa-55555,ocds-9t57fa-55555-2023-05-26T00:00:00Z
20308,Intrinsyc Dzumba Group,EME,active,14337429.0,ZAR,ocds-9t57fa-57094,ocds-9t57fa-57094-2023-06-09T00:00:00Z
21896,KHABALIDAKA TRADING ENTERPRISE,EME,active,6436917.0,ZAR,ocds-9t57fa-57461,ocds-9t57fa-57461-2023-06-15T00:00:00Z
