id,name,main_ocid,main_id,awards_id
233922,NKGUBELA TECHNOLOGIES,ocds-9t57fa-122728,ocds-9t57fa-122728-2021-03-12T00:00:00Z,47676
0,HI CALIBRE ENGINEERING,ocds-9t57fa-14331,ocds-9t57fa-14331-2021-12-15T00:00:00Z,2608
0,Mandla Sikelela Zulu,ocds-9t57fa-160,ocds-9t57fa-160-2021-04-23T00:00:00Z,1503
0,Fidelity Security Services (Pty)Ltd,ocds-9t57fa-161,ocds-9t57fa-161-2021-04-23T00:00:00Z,749
0,ACCESS CARDS SOLUTIONS CC,ocds-9t57fa-2496,ocds-9t57fa-2496-2021-03-15T00:00:00Z,224
0,SILVER LAKE TRADING 305,ocds-9t57fa-30399,ocds-9t57fa-30399-2021-04-09T00:00:00Z,4044
0,STATE INFORMATION TECHNOLOGY AGENCY,ocds-9t57fa-32231,ocds-9t57fa-32231-2021-02-01T00:00:00Z,4312
0,ORRA NELLO,ocds-9t57fa-3591,ocds-9t57fa-3591-2021-07-14T00:00:00Z,2121
0,LIMTECH BUSINESS CONSULTANTS,ocds-9t57fa-66026,ocds-9t57fa-66026-2021-04-01T00:00:00Z,16067
0,SAFRANIC,ocds-9t57fa-10270,ocds-9t57fa-10270-2021-11-05T00:00:00Z,3601
0,KARL STORZ ENDOSCOPY (SOUTH AFRICA),ocds-9t57fa-10368,ocds-9t57fa-10368-2021-11-05T00:00:00Z,2826
0,SAB AND T BUSINESS CONSULTING,ocds-9t57fa-10390,ocds-9t57fa-10390-2021-10-29T00:00:00Z,2777
0,KAI MA SERVICES ,ocds-9t57fa-10437,ocds-9t57fa-10437-2021-10-29T00:00:00Z,1134
0,HIDRO-TECH SYSTEMS,ocds-9t57fa-10840,ocds-9t57fa-10840-2021-11-05T00:00:00Z,3490
0,CHM Vuwani Computer Solutions (Pty)Ltd,ocds-9t57fa-10889,ocds-9t57fa-10889-2021-11-05T00:00:00Z,773
13544, (HLOMBE INSTITUTE),ocds-9t57fa-11287,ocds-9t57fa-11287-2021-11-12T00:00:00Z,32266
0,MESALE PROJECTS,ocds-9t57fa-11413,ocds-9t57fa-11413-2021-11-12T00:00:00Z,2197
0,OJM CONSULTING ENGINEERS,ocds-9t57fa-11651,ocds-9t57fa-11651-2021-11-12T00:00:00Z,3947
0,RODECON ENGINEERING,ocds-9t57fa-12195,ocds-9t57fa-12195-2021-11-19T00:00:00Z,1529
0,DMFT PROPERTY DEVELOPERS,ocds-9t57fa-12262,ocds-9t57fa-12262-2021-11-19T00:00:00Z,10582
0,TFM INDUSTRIES,ocds-9t57fa-12967,ocds-9t57fa-12967-2021-11-26T00:00:00Z,2936
0,MBELE ELECTRICAL,ocds-9t57fa-12996,ocds-9t57fa-12996-2021-11-26T00:00:00Z,3108
0,Econogistics ,ocds-9t57fa-13064,ocds-9t57fa-13064-2021-11-26T00:00:00Z,3012
0,Calvin and Family properties and development,ocds-9t57fa-13507,ocds-9t57fa-13507-2021-12-03T00:00:00Z,2883
0,Calvin and Family properties and development,ocds-9t57fa-13507,ocds-9t57fa-13507-2021-12-03T00:00:00Z,2884
0,"MAKHAOTSE, NARASIMULU AND ASSOCIATES (PTY) LTD ",ocds-9t57fa-13559,ocds-9t57fa-13559-2021-12-03T00:00:00Z,692
9276,BIDVEST OFFICE,ocds-9t57fa-143835,ocds-9t57fa-143835-2021-03-26T00:00:00Z,59784
0,WANGA POWER PROJECTS,ocds-9t57fa-1552,ocds-9t57fa-1552-2021-05-27T00:00:00Z,14664
0,CORRUSEAL CORRUGATED KZN (PTY) LTD,ocds-9t57fa-163,ocds-9t57fa-163-2021-04-23T00:00:00Z,686
0,EMA Packing (Pty) Ltd,ocds-9t57fa-164,ocds-9t57fa-164-2021-04-23T00:00:00Z,735
0,Soccer Scene Outfitters CC,ocds-9t57fa-167,ocds-9t57fa-167-2021-04-23T00:00:00Z,753
0,ARMS-AUDIT AND RISK  MANAGEMENT SOLUTIONS,ocds-9t57fa-2051,ocds-9t57fa-2051-2021-06-04T00:00:00Z,489
0,Sparks & Ellis Pty Ltd ,ocds-9t57fa-2204,ocds-9t57fa-2204-2021-06-10T00:00:00Z,8
0,Litha-Lethu Management Solutions cc,ocds-9t57fa-2263,ocds-9t57fa-2263-2021-06-11T00:00:00Z,29
0,SHIVACON,ocds-9t57fa-2472,ocds-9t57fa-2472-2021-06-17T00:00:00Z,13914
0,DFR KWAKUDI (RF),ocds-9t57fa-2518,ocds-9t57fa-2518-2021-06-18T00:00:00Z,1691
0,DATATEGRA,ocds-9t57fa-27247,ocds-9t57fa-27247-2021-05-07T00:00:00Z,3606
0,Neo Mako Trading Enterprise,ocds-9t57fa-2748,ocds-9t57fa-2748-2021-06-25T00:00:00Z,1515
0,WESTERN AND EASTERN CAPE CONSULTING ENGINEERS,ocds-9t57fa-27640,ocds-9t57fa-27640-2021-08-13T00:00:00Z,3640
0,GP Towning,ocds-9t57fa-2807,ocds-9t57fa-2807-2021-06-25T00:00:00Z,777
0,MOTLA CAPE,ocds-9t57fa-28552,ocds-9t57fa-28552-2021-10-22T00:00:00Z,3845
