id,title,description,status,value_amount,value_currency,main_ocid,main_id
51747,REFILWE S K PRODUCTIONS,EME,active,1185917950.0,ZAR,ocds-9t57fa-111066,ocds-9t57fa-111066-2024-12-14T00:00:00Z
43938, Landini Eastern Cape Joint Venture,EME,active,38674500.0,ZAR,ocds-9t57fa-111175,ocds-9t57fa-111175-2024-12-14T00:00:00Z
40144, (ASCENG,EME,active,194243850.0,ZAR,ocds-9t57fa-111275,ocds-9t57fa-111275-2024-12-18T00:00:00Z
52885,YATSHAMA IT AND STATIONERY,EME,active,9800000.0,ZAR,ocds-9t57fa-111351,ocds-9t57fa-111351-2024-12-24T00:00:00Z
23426,LETHAKIMI TRADING AND PROJECTS,EME,active,168849.0,ZAR,ocds-9t57fa-82397,ocds-9t57fa-82397-2024-01-03T00:00:00Z
45104, (DATACENTRIX,EME,active,81980995.0,ZAR,ocds-9t57fa-100099,ocds-9t57fa-100099-2024-08-29T00:00:00Z
35773, (TURNER NTSHINGANA KIRSTEN RAVENS),EME,active,0,ZAR,ocds-9t57fa-100121,ocds-9t57fa-100121-2024-08-29T00:00:00Z
39546,BARKLEY AND OATES,GEN,active,157024313.0,ZAR,ocds-9t57fa-100178,ocds-9t57fa-100178-2024-08-30T00:00:00Z
41401,INHLANZEKO FACILITIES MANAGEMENT,QSE,active,94632000.0,ZAR,ocds-9t57fa-100192,ocds-9t57fa-100192-2024-08-30T00:00:00Z
39543, (TMT SERVICES AND SUPPLIES),GEN,active,185943575.0,ZAR,ocds-9t57fa-100316,ocds-9t57fa-100316-2024-08-30T00:00:00Z
34989, (HASHTAG MARKETING),EME,active,13011620.0,ZAR,ocds-9t57fa-100398,ocds-9t57fa-100398-2024-07-12T00:00:00Z
39135, (SINOLWAZI 77 TRADING AND PROJECTS),EME,active,185764112.0,ZAR,ocds-9t57fa-101001,ocds-9t57fa-101001-2024-09-06T00:00:00Z
43979, INTERNATIONAL CONSERVATION SERVICES,EME,active,9999250.0,ZAR,ocds-9t57fa-101016,ocds-9t57fa-101016-2024-09-06T00:00:00Z
50495,UAKONAZWOTHE ENTERPRISE,EME,active,2013997.0,ZAR,ocds-9t57fa-101023,ocds-9t57fa-101023-2024-09-06T00:00:00Z
40124, (CYBERXPERTS),EME,active,105000000.0,ZAR,ocds-9t57fa-101159,ocds-9t57fa-101159-2024-09-06T00:00:00Z
43064,AFRICAN SPEAR TRADING 139,QSE,active,2352416.0,ZAR,ocds-9t57fa-101468,ocds-9t57fa-101468-2024-09-13T00:00:00Z
43092,BOLLE TECHNOLOGIES,EME,active,1617729.0,ZAR,ocds-9t57fa-101479,ocds-9t57fa-101479-2024-09-13T00:00:00Z
42978, (NYALU COMMUNICATIONS),QSE,active,18625360.0,ZAR,ocds-9t57fa-101486,ocds-9t57fa-101486-2024-09-13T00:00:00Z
43110,SILVER STREAK TRADING 681,Excempt Micro Enterprise,active,2829562.0,ZAR,ocds-9t57fa-101513,ocds-9t57fa-101513-2024-09-13T00:00:00Z
38985, (BIDVEST SERVICES),EME,active,1377240.0,ZAR,ocds-9t57fa-101681,ocds-9t57fa-101681-2024-09-12T00:00:00Z
51339,CAB HOLDINGS,EME,active,32246916.0,ZAR,ocds-9t57fa-101767,ocds-9t57fa-101767-2024-09-13T00:00:00Z
53741,CINDYS TRAVEL AGENCY,EME,active,10.0,ZAR,ocds-9t57fa-101788,ocds-9t57fa-101788-2024-09-12T00:00:00Z
40377, (EXCELLENT MINDS INSTITUTE),EME,active,1380000.0,ZAR,ocds-9t57fa-101893,ocds-9t57fa-101893-2024-09-13T00:00:00Z
45837, BUILD A WAY CONSTRUCTION,EME,active,2979669196.0,ZAR,ocds-9t57fa-101909,ocds-9t57fa-101909-2024-09-13T00:00:00Z
