id,name,main_ocid,main_id,awards_id
0,MAJOR CIVIL ENGINEERS,ocds-9t57fa-17343,ocds-9t57fa-17343-2022-02-11T00:00:00Z,4839
0,KHUMOYOTLHE HOLDINGS,ocds-9t57fa-17872,ocds-9t57fa-17872-2022-02-18T00:00:00Z,24952
0,Vox Telecommunications,ocds-9t57fa-18631,ocds-9t57fa-18631-2022-02-25T00:00:00Z,2689
0,TSJ SUPPLIERS AND DISTRIBUTORS,ocds-9t57fa-18670,ocds-9t57fa-18670-2022-02-25T00:00:00Z,6137
0,TAKE NOTE TRADING 245,ocds-9t57fa-18670,ocds-9t57fa-18670-2022-02-25T00:00:00Z,6134
0,LUTHONGWA TRADING,ocds-9t57fa-18746,ocds-9t57fa-18746-2022-02-25T00:00:00Z,13116
0,LIFALIN,ocds-9t57fa-18746,ocds-9t57fa-18746-2022-02-25T00:00:00Z,13119
0,MAGOGUDI CONSTRUCTION PROJECTS,ocds-9t57fa-19210,ocds-9t57fa-19210-2022-03-11T00:00:00Z,5732
0,SHAR CIVILS,ocds-9t57fa-19452,ocds-9t57fa-19452-2022-03-18T00:00:00Z,6120
0,Lesemola Transport and Projects ,ocds-9t57fa-19671,ocds-9t57fa-19671-2022-03-25T00:00:00Z,3245
0,INDWE AVIATION,ocds-9t57fa-19896,ocds-9t57fa-19896-2022-04-01T00:00:00Z,6528
0,JG AFRIKA,ocds-9t57fa-20180,ocds-9t57fa-20180-2022-04-08T00:00:00Z,20190
0,MAVU-ASHU CIVIL CONSTRUCTIONS,ocds-9t57fa-20325,ocds-9t57fa-20325-2022-04-14T00:00:00Z,5327
0,Molefi Business Experts Consulting,ocds-9t57fa-20664,ocds-9t57fa-20664-2022-04-22T00:00:00Z,12935
81614, (WASTE,ocds-9t57fa-20708,ocds-9t57fa-20708-2022-04-22T00:00:00Z,37613
0,HSG ATTORNEYS,ocds-9t57fa-20711,ocds-9t57fa-20711-2022-04-22T00:00:00Z,4417
0,CHRISTIAN GONNAN JULIUS,ocds-9t57fa-20711,ocds-9t57fa-20711-2022-04-22T00:00:00Z,4407
0,FAIRBRIDGE ARDERNE AND LAWTON,ocds-9t57fa-20711,ocds-9t57fa-20711-2022-04-22T00:00:00Z,4536
0,A A SOLWANDLE ATTORNEYS,ocds-9t57fa-20711,ocds-9t57fa-20711-2022-04-22T00:00:00Z,4404
142743,TRIPLE C MAINTENANCE AND SERVICES,ocds-9t57fa-20964,ocds-9t57fa-20964-2022-04-29T00:00:00Z,33636
170905,AMANDLAGCF CONSTRUCTION,ocds-9t57fa-20964,ocds-9t57fa-20964-2022-04-29T00:00:00Z,33638
0,J AND H NATIONAL CONTRACT,ocds-9t57fa-21272,ocds-9t57fa-21272-2022-05-06T00:00:00Z,6441
0,RALL EMPOWERMENT,ocds-9t57fa-21610,ocds-9t57fa-21610-2022-05-13T00:00:00Z,9813
0,MADHLOPA AND THENGA,ocds-9t57fa-21676,ocds-9t57fa-21676-2022-05-13T00:00:00Z,3769
0,IKHONO TECHNOLOGY,ocds-9t57fa-22507,ocds-9t57fa-22507-2022-05-27T00:00:00Z,12384
0,IKHONO TECHNOLOGY,ocds-9t57fa-22507,ocds-9t57fa-22507-2022-05-27T00:00:00Z,12385
595714,ENDOSURGICAL,ocds-9t57fa-22546,ocds-9t57fa-22546-2022-05-27T00:00:00Z,56524
0,Shangoni Management Services,ocds-9t57fa-22579,ocds-9t57fa-22579-2022-05-27T00:00:00Z,4747
0,AWAKHE CONSULTING,ocds-9t57fa-23451,ocds-9t57fa-23451-2022-06-10T00:00:00Z,4393
324471, (MULTI,ocds-9t57fa-23603,ocds-9t57fa-23603-2022-06-10T00:00:00Z,27311
56090, (TOURISM WORLD),ocds-9t57fa-23658,ocds-9t57fa-23658-2022-06-10T00:00:00Z,30914
0,Tsiku Consulting ,ocds-9t57fa-23971,ocds-9t57fa-23971-2022-06-17T00:00:00Z,8148
0,Datacentrix,ocds-9t57fa-24114,ocds-9t57fa-24114-2022-06-17T00:00:00Z,4590
0,Hyman Masterfence,ocds-9t57fa-24219,ocds-9t57fa-24219-2022-06-17T00:00:00Z,3898
0,Invest in Africa Services ,ocds-9t57fa-25409,ocds-9t57fa-25409-2022-07-01T00:00:00Z,10755
0,Bosch Capital ,ocds-9t57fa-25409,ocds-9t57fa-25409-2022-07-01T00:00:00Z,10753
0,Drizit Spill Technologies,ocds-9t57fa-25436,ocds-9t57fa-25436-2022-07-01T00:00:00Z,10112
0,Mveledzo Environmental and Safety Solution,ocds-9t57fa-25436,ocds-9t57fa-25436-2022-07-01T00:00:00Z,10113
0,CIVIL ELEMENT,ocds-9t57fa-25893,ocds-9t57fa-25893-2022-07-08T00:00:00Z,9528
0,SAFAZ CONSTRUCTION R A C,ocds-9t57fa-25893,ocds-9t57fa-25893-2022-07-08T00:00:00Z,9524
0,Cullin Africa ,ocds-9t57fa-25943,ocds-9t57fa-25943-2022-07-08T00:00:00Z,9499
0,FM INFRASTRUCTURE,ocds-9t57fa-25990,ocds-9t57fa-25990-2022-07-08T00:00:00Z,8552
0,BV MOSEBI CATERING,ocds-9t57fa-26497,ocds-9t57fa-26497-2022-07-15T00:00:00Z,7795
0,MAHUBE-TUMELO PROJECTS,ocds-9t57fa-26497,ocds-9t57fa-26497-2022-07-15T00:00:00Z,7796
0,JOBE ENVIRONMENTAL SYSTEMS,ocds-9t57fa-26561,ocds-9t57fa-26561-2022-07-15T00:00:00Z,6157
0,COCOPAN,ocds-9t57fa-26561,ocds-9t57fa-26561-2022-07-15T00:00:00Z,6159
0,ALL CENTRAL TRADING,ocds-9t57fa-26596,ocds-9t57fa-26596-2022-07-15T00:00:00Z,4435
0,PARKERSON THOMAS TECHNOLOGIES,ocds-9t57fa-26596,ocds-9t57fa-26596-2022-07-15T00:00:00Z,4436
0,MATDOC PROJECTS,ocds-9t57fa-27160,ocds-9t57fa-27160-2022-07-22T00:00:00Z,9267
419368, (GRACOL SOLUTIONS),ocds-9t57fa-27195,ocds-9t57fa-27195-2022-07-22T00:00:00Z,27477
1032772,CIPLA MEDPRO MANUFACTURING,ocds-9t57fa-27232,ocds-9t57fa-27232-2022-07-22T00:00:00Z,45553
267673,GLAXOSMITHKLINE SOUTH AFRICA,ocds-9t57fa-27232,ocds-9t57fa-27232-2022-07-22T00:00:00Z,45554
0,RAINCLOUD GROUP,ocds-9t57fa-27258,ocds-9t57fa-27258-2022-07-22T00:00:00Z,6516
0,SETSIBI IT SUPPORT SERVICES,ocds-9t57fa-27258,ocds-9t57fa-27258-2022-07-22T00:00:00Z,6517
64799,MDA ARCHITECTS,ocds-9t57fa-27547,ocds-9t57fa-27547-2022-07-29T00:00:00Z,65517
0,AHA-SECHABA CONSTRUCTION AND PROJECTS,ocds-9t57fa-27894,ocds-9t57fa-27894-2022-07-29T00:00:00Z,6589
0,AT-VOGUE COMMUNICATION AGENCY,ocds-9t57fa-27915,ocds-9t57fa-27915-2022-07-29T00:00:00Z,5887
0,PROCESS CONTROL AND INTEGRATION TECHNOLOGY,ocds-9t57fa-27924,ocds-9t57fa-27924-2022-07-29T00:00:00Z,7697
0,Mega works Trading Enterprise 230,ocds-9t57fa-27981,ocds-9t57fa-27981-2022-07-29T00:00:00Z,6631
0,"JM Group, Inc.",ocds-9t57fa-28033,ocds-9t57fa-28033-2022-07-30T00:00:00Z,6024
0,SLEBALO TRADING,ocds-9t57fa-28389,ocds-9t57fa-28389-2022-08-05T00:00:00Z,8186
0,LAZAR,ocds-9t57fa-28818,ocds-9t57fa-28818-2022-08-05T00:00:00Z,16436
0,SPEED VAC AND PLANT,ocds-9t57fa-28818,ocds-9t57fa-28818-2022-08-05T00:00:00Z,16437
0,SIYEJABULA TRADING,ocds-9t57fa-29260,ocds-9t57fa-29260-2022-08-12T00:00:00Z,17214
0,PURPLE FROG COMMUNICATIONS,ocds-9t57fa-29400,ocds-9t57fa-29400-2022-08-12T00:00:00Z,8113
0,M-JNR AND OLWETHU CONSULTING,ocds-9t57fa-29437,ocds-9t57fa-29437-2022-08-12T00:00:00Z,5459
0,Mikros Traffic Monitoring,ocds-9t57fa-29492,ocds-9t57fa-29492-2022-08-12T00:00:00Z,10573
0,Leek Construction,ocds-9t57fa-29927,ocds-9t57fa-29927-2022-08-19T00:00:00Z,24714
0,Masakhane Seating,ocds-9t57fa-30052,ocds-9t57fa-30052-2022-08-19T00:00:00Z,6337
0,THEHEALTHSOURCE,ocds-9t57fa-30115,ocds-9t57fa-30115-2022-08-19T00:00:00Z,13030
0,AFRISCAN CONSTRUCTION,ocds-9t57fa-30868,ocds-9t57fa-30868-2022-08-26T00:00:00Z,7175
0,AT MZWAKALI,ocds-9t57fa-31594,ocds-9t57fa-31594-2022-09-02T00:00:00Z,5990
0,CEMEX TRADING ENTERPRISE,ocds-9t57fa-31778,ocds-9t57fa-31778-2022-09-02T00:00:00Z,13926
0,CHIMORA GROUP,ocds-9t57fa-31961,ocds-9t57fa-31961-2022-09-02T00:00:00Z,6293
0,BLUE POLAR,ocds-9t57fa-31961,ocds-9t57fa-31961-2022-09-02T00:00:00Z,6303
0,JJ DYERS CONSTRUCTION,ocds-9t57fa-31998,ocds-9t57fa-31998-2022-09-02T00:00:00Z,14279
0,"IBUBESI TRUCK,BUS AND TRAILER PARTS",ocds-9t57fa-33547,ocds-9t57fa-33547-2022-07-29T00:00:00Z,4600
214062,HETERO DRUGS SOUTH AFRICA,ocds-9t57fa-33577,ocds-9t57fa-33577-2022-09-16T00:00:00Z,44814
10316,SANDOZ SOUTH AFRICA,ocds-9t57fa-33577,ocds-9t57fa-33577-2022-09-16T00:00:00Z,44819
0,L N FORCE,ocds-9t57fa-34521,ocds-9t57fa-34521-2022-09-23T00:00:00Z,9936
0,BATALALA CONSULTING ENGINEERS ,ocds-9t57fa-34534,ocds-9t57fa-34534-2022-09-23T00:00:00Z,10493
0,WESTLAND CONSTRUCTION,ocds-9t57fa-34924,ocds-9t57fa-34924-2022-09-30T00:00:00Z,13798
0,WESTLAND CONSTRUCTION,ocds-9t57fa-34924,ocds-9t57fa-34924-2022-09-30T00:00:00Z,13797
0,Semilson Group,ocds-9t57fa-35201,ocds-9t57fa-35201-2022-09-30T00:00:00Z,9648
0,Semilson Group,ocds-9t57fa-35201,ocds-9t57fa-35201-2022-09-30T00:00:00Z,9653
0,NMI Durban South Motors ,ocds-9t57fa-35253,ocds-9t57fa-35253-2022-09-30T00:00:00Z,25114
0,CALMEX MOBILE,ocds-9t57fa-35270,ocds-9t57fa-35270-2022-09-30T00:00:00Z,15590
0,GX CONNECT,ocds-9t57fa-35362,ocds-9t57fa-35362-2022-09-30T00:00:00Z,8188
0,SICELO AND SONS TRADING,ocds-9t57fa-35935,ocds-9t57fa-35935-2022-10-07T00:00:00Z,16332
0,SICELO AND SONS TRADING,ocds-9t57fa-35935,ocds-9t57fa-35935-2022-10-07T00:00:00Z,16331
0,Naidu Consulting ,ocds-9t57fa-35964,ocds-9t57fa-35964-2022-10-07T00:00:00Z,6411
0,INTERFACE NETWORK TECHNOLOGY,ocds-9t57fa-36002,ocds-9t57fa-36002-2022-07-29T00:00:00Z,4988
0,FIRST TECHNOLOGY NATIONAL ,ocds-9t57fa-36567,ocds-9t57fa-36567-2022-10-13T00:00:00Z,14682
0,Margen Industrial Services,ocds-9t57fa-36724,ocds-9t57fa-36724-2022-10-14T00:00:00Z,7906
0,Margen Industrial Services,ocds-9t57fa-36724,ocds-9t57fa-36724-2022-10-14T00:00:00Z,7907
214159, (DLAM'S BUSINESS ENTERPRISE),ocds-9t57fa-36840,ocds-9t57fa-36840-2022-10-14T00:00:00Z,38354
0,MSALELA TRANSPORT,ocds-9t57fa-37082,ocds-9t57fa-37082-2022-09-09T00:00:00Z,11714
0,SSSM GROUP,ocds-9t57fa-37538,ocds-9t57fa-37538-2022-10-21T00:00:00Z,22254
0,NCOSHANE TRADING ENTERPRISE,ocds-9t57fa-37538,ocds-9t57fa-37538-2022-10-21T00:00:00Z,22263
0,PRODIPIX 212,ocds-9t57fa-37538,ocds-9t57fa-37538-2022-10-21T00:00:00Z,22273
0,RMTS,ocds-9t57fa-37618,ocds-9t57fa-37618-2022-10-21T00:00:00Z,19128
0,MATLENG ENERGY SOLUTIONS,ocds-9t57fa-37618,ocds-9t57fa-37618-2022-10-21T00:00:00Z,19129
0,RAPIDUS,ocds-9t57fa-37618,ocds-9t57fa-37618-2022-10-21T00:00:00Z,19157
0,OMAS ELECTRICAL,ocds-9t57fa-38824,ocds-9t57fa-38824-2022-11-04T00:00:00Z,19630
0,Mveledzo Environmental and Safety Solution,ocds-9t57fa-38958,ocds-9t57fa-38958-2022-11-04T00:00:00Z,8405
0,Mveledzo Environmental and Safety Solution,ocds-9t57fa-38958,ocds-9t57fa-38958-2022-11-04T00:00:00Z,8407
0,Batalala Consulting Engineers,ocds-9t57fa-39008,ocds-9t57fa-39008-2022-11-04T00:00:00Z,25258
0,GEEZFIX,ocds-9t57fa-39023,ocds-9t57fa-39023-2022-11-04T00:00:00Z,10395
0,BATALALA CONSULTING ENGINEERS,ocds-9t57fa-39087,ocds-9t57fa-39087-2022-11-04T00:00:00Z,10460
0,Mohlolo Landscape Architects,ocds-9t57fa-39189,ocds-9t57fa-39189-2022-11-04T00:00:00Z,13412
0,Kopano Geosolutions,ocds-9t57fa-39189,ocds-9t57fa-39189-2022-11-04T00:00:00Z,13388
0,Lenakamo Projects (Pty) Ltd ,ocds-9t57fa-39213,ocds-9t57fa-39213-2022-11-04T00:00:00Z,12403
0,Delta Built Environment Consultants,ocds-9t57fa-39213,ocds-9t57fa-39213-2022-11-04T00:00:00Z,12402
0,NKOSI NKOSANA,ocds-9t57fa-39576,ocds-9t57fa-39576-2022-11-11T00:00:00Z,12179
0,Smith Tabata ,ocds-9t57fa-39795,ocds-9t57fa-39795-2022-11-11T00:00:00Z,14121
0,INGCALI CONSULTING ENGINEERS,ocds-9t57fa-39823,ocds-9t57fa-39823-2022-11-11T00:00:00Z,13179
0,Intercal ,ocds-9t57fa-39882,ocds-9t57fa-39882-2022-11-11T00:00:00Z,11980
0,CSV CONSTRUCTION,ocds-9t57fa-39896,ocds-9t57fa-39896-2022-11-11T00:00:00Z,11170
0,Bidvest Services,ocds-9t57fa-39922,ocds-9t57fa-39922-2022-11-11T00:00:00Z,13243
0,Rakoma and Associates ,ocds-9t57fa-39946,ocds-9t57fa-39946-2022-11-11T00:00:00Z,6620
0,SOMA INITIATIVE,ocds-9t57fa-40090,ocds-9t57fa-40090-2022-11-11T00:00:00Z,10218
0,Ilizwi Trading ,ocds-9t57fa-40551,ocds-9t57fa-40551-2022-11-18T00:00:00Z,8125
0,Mlisa Kandaba Solutions,ocds-9t57fa-40551,ocds-9t57fa-40551-2022-11-18T00:00:00Z,8137
0,ECORAIL,ocds-9t57fa-40949,ocds-9t57fa-40949-2022-11-18T00:00:00Z,8808
0,LOCAL EVENTS TWENTY NINE,ocds-9t57fa-40994,ocds-9t57fa-40994-2022-11-18T00:00:00Z,13554
0,Plenitude Solutions ,ocds-9t57fa-41060,ocds-9t57fa-41060-2022-11-18T00:00:00Z,14304
0,In2IT,ocds-9t57fa-41123,ocds-9t57fa-41123-2022-11-18T00:00:00Z,19864
0,IN2IT ,ocds-9t57fa-41123,ocds-9t57fa-41123-2022-11-18T00:00:00Z,19875
6679, (UBUNTU TECHNOLOGY),ocds-9t57fa-41182,ocds-9t57fa-41182-2022-11-18T00:00:00Z,33741
0,DIMENSION DATA,ocds-9t57fa-41891,ocds-9t57fa-41891-2022-11-25T00:00:00Z,20583
0,BUSINESS CONNEXION,ocds-9t57fa-41891,ocds-9t57fa-41891-2022-11-25T00:00:00Z,20586
0,FOOD SAFETY & QUALITY ASSURANCE BUSINESS TRUST,ocds-9t57fa-41941,ocds-9t57fa-41941-2022-11-25T00:00:00Z,16055
0,PEGASYS ,ocds-9t57fa-42557,ocds-9t57fa-42557-2022-12-02T00:00:00Z,11132
0,pegasys,ocds-9t57fa-42557,ocds-9t57fa-42557-2022-12-02T00:00:00Z,11131
43052, (CITECHNOLOGIES),ocds-9t57fa-42576,ocds-9t57fa-42576-2022-12-02T00:00:00Z,30023
0,SURYALITE ELECTRICAL,ocds-9t57fa-42598,ocds-9t57fa-42598-2022-12-02T00:00:00Z,11398
0,CUSTOMIZED AUCTIONS,ocds-9t57fa-42881,ocds-9t57fa-42881-2022-12-09T00:00:00Z,18631
0,NAP Designs,ocds-9t57fa-43121,ocds-9t57fa-43121-2022-12-09T00:00:00Z,12211
0,PROMED TECHNOLOGIES,ocds-9t57fa-43118,ocds-9t57fa-43118-2022-12-09T00:00:00Z,17907
0,PROMED TECHNOLOGIES,ocds-9t57fa-43118,ocds-9t57fa-43118-2022-12-09T00:00:00Z,17916
0,MEDTEX SA,ocds-9t57fa-43118,ocds-9t57fa-43118-2022-12-09T00:00:00Z,17915
450007, (EKULALELENI CONTRACTING AND TRADING),ocds-9t57fa-43180,ocds-9t57fa-43180-2022-12-09T00:00:00Z,27609
50900, (ENCHA PROPETY),ocds-9t57fa-43196,ocds-9t57fa-43196-2022-12-09T00:00:00Z,30540
0,SANKOFA INSURANCE BROKERS,ocds-9t57fa-43262,ocds-9t57fa-43262-2022-12-09T00:00:00Z,8889
0,HWA Engineers and Project Managers,ocds-9t57fa-43628,ocds-9t57fa-43628-2022-12-15T00:00:00Z,10597
0,Quaashie Trading,ocds-9t57fa-43628,ocds-9t57fa-43628-2022-12-15T00:00:00Z,10598
0,CHIEFTON FACILITIES MANAGEMENT,ocds-9t57fa-43717,ocds-9t57fa-43717-2022-12-15T00:00:00Z,12947
0,SJ GLOBAL CONSTRUCTION,ocds-9t57fa-43746,ocds-9t57fa-43746-2022-12-15T00:00:00Z,9493
0,AMARARO TRADING,ocds-9t57fa-43784,ocds-9t57fa-43784-2022-12-15T00:00:00Z,11574
0,Mamawezinsizwa                                                                               ,ocds-9t57fa-43788,ocds-9t57fa-43788-2022-12-15T00:00:00Z,15354
0,RILEY AUCTIONEERS,ocds-9t57fa-43832,ocds-9t57fa-43832-2022-12-15T00:00:00Z,11384
0,Valuetech Engineering Solutions ,ocds-9t57fa-43992,ocds-9t57fa-43992-2022-12-21T00:00:00Z,9733
